,sentence,rankt,ranko
5961,runter mit der waffe,5961,9899
5962,"na, na, na",5962,1485
5963,ich habe nichts zu sagen,5963,9899
5964,er hat,5964,8488
5965,dein bruder,5965,8537
5966,sieh dich nur an,5966,9899
5967,das ist meine mutter,5967,3105
5968,das ist möglich,5968,6712
5969,"ach, verdammt",5969,9899
5970,eine sache noch,5970,9899
5971,wieso hast du das getan,5971,9899
5972,oha,5972,2407
5973,ich halte das nicht mehr aus,5973,6364
5974,um was zu tun,5974,9899
5975,gut möglich,5975,8708
5976,bitte was,5976,5971
5977,sie gehen,5977,9899
5978,"hör mal, wer da hämmert",5978,9899
5979,lorelai,5979,9899
5980,verflucht noch mal,5980,5654
5981,es war furchtbar,5981,7971
5982,komm nicht näher,5982,9899
5983,erica,5983,9899
5984,juliette,5984,9899
5985,das wird er nicht,5985,9899
5986,so sieht es aus,5986,9899
5987,wer noch,5987,5446
5988,archie,5988,9899
5989,das passt,5989,9899
5990,so soll es sein,5990,9899
5991,hier ist meine karte,5991,9899
5992,ich bin wach,5992,9899
5993,weißt du nicht mehr,5993,7152
5994,abend,5994,4736
5995,"nein, tut er nicht",5995,9899
5996,das kann ich nicht annehmen,5996,3651
5997,er hat angst,5997,9899
5998,es klingelt,5998,7036
5999,was machst du so,5999,9899
6000,viktor,6000,2240
6001,guter schuss,6001,9899
6002,ist das nicht schön,6002,9883
6003,was soll ich dazu sagen,6003,3760
6004,ana,6004,9899
6005,er ist ein guter junge,6005,9899
6006,hast du was gesagt,6006,4229
6007,das ist gelogen,6007,9414
6008,willy,6008,1833
6009,toni,6009,679
6010,es ist weihnachten,6010,9899
6011,anscheinend nicht,6011,4842
6012,"nein, mama",6012,4646
6013,"hey, warte mal",6013,6391
6014,bleib zurück,6014,9899
6015,wir sind ein team,6015,9899
6016,was geht sie das an,6016,3938
6017,der krieg ist vorbei,6017,2856
6018,miau,6018,2383
6019,spike,6019,9899
6020,"okay, los geht's",6020,9899
6021,auf gehts,6021,9899
6022,und noch was,6022,7740
6023,ist auch egal,6023,8433
6024,träum weiter,6024,7045
6025,fisch,6025,2679
6026,bin ich auch,6026,4829
6027,und danke,6027,9899
6028,er ist ein freund,6028,9899
6029,bitte geh,6029,9899
6030,setzen sie sich bitte,6030,2783
6031,sie war,6031,9899
6032,ich vergaß,6032,9899
6033,versteh mich nicht falsch,6033,9899
6034,du hast mir das leben gerettet,6034,9899
6035,zuhause,6035,9899
6036,ich muss mich entschuldigen,6036,9038
6037,ich bins,6037,8859
6038,aber sie,6038,9899
6039,du brauchst hilfe,6039,9899
6040,einatmen,6040,7637
6041,sehr bald,6041,5862
6042,ich nehme es,6042,9899
6043,ich bring ihn um,6043,4830
6044,"scheiße, ja",6044,8125
6045,lars,6045,1022
6046,was war denn,6046,3386
6047,mir auch nicht,6047,6169
6048,bin schon unterwegs,6048,9899
6049,so ist das also,6049,9899
6050,seid ruhig,6050,5848
6051,und das ist,6051,9899
6052,test,6052,9899
6053,was macht das,6053,3042
6054,du hast besuch,6054,6159
6055,ich habe dich gewarnt,6055,9899
6056,"ok, ok, ok",6056,9899
6057,ich versuch's ja,6057,9899
6058,du hast dich verändert,6058,7368
6059,seid ihr fertig,6059,5018
6060,"ruhig, ruhig",6060,3805
6061,ja genau,6061,5052
6062,bist du müde,6062,6075
6063,"nein, lieber nicht",6063,4615
6064,du kannst mir vertrauen,6064,6511
6065,elsa,6065,1762
6066,kiki,6066,6042
6067,was wissen sie,6067,3849
6068,"ja, es geht mir gut",6068,9899
6069,das war's dann wohl,6069,5163
6070,augen zu,6070,2423
6071,hat er das,6071,9085
6072,was dagegen,6072,2294
6073,das ergibt sinn,6073,9899
6074,silas,6074,9899
6075,ihr vater,6075,9899
6076,herr ober,6076,1070
6077,"ja, was ist",6077,3265
6078,meiner auch,6078,7909
6079,es ist großartig,6079,9899
6080,"oh, cool",6080,9899
6081,schießen sie,6081,9899
6082,claude,6082,9899
6083,abraham,6083,9899
6084,das essen ist fertig,6084,9383
6085,hochziehen,6085,9097
6086,lasst sie in ruhe,6086,9899
6087,es war unglaublich,6087,9899
6088,"nein, hör auf",6088,9899
6089,wo war das,6089,5457
6090,ich bin verliebt,6090,6471
6091,"nein, das kann nicht sein",6091,9899
6092,sagen sie das nicht,6092,9899
6093,fragen sie ihn,6093,9899
6094,und sonst,6094,3211
6095,das kann warten,6095,9899
6096,"ach, quatsch",6096,2331
6097,so etwas habe ich noch nie gesehen,6097,9899
6098,es ist für dich,6098,9899
6099,"okay, also",6099,9899
6100,"doch, du kannst",6100,9899
6101,soll ich gehen,6101,6321
6102,süßes oder saures,6102,9899
6103,das ist sehr nett von ihnen,6103,9899
6104,gestohlen,6104,3391
6105,ich will raus,6105,2986
6106,gehen sie schon,6106,7526
6107,wir müssen etwas unternehmen,6107,9899
6108,mein herz,6108,4633
6109,das ist meine tochter,6109,5853
6110,du bist ein lügner,6110,9899
6111,lasst ihn gehen,6111,9899
6112,"nein, ich meine",6112,5747
6113,jasper,6113,9899
6114,colt,6114,9899
6115,er liebt mich,6115,8350
6116,telefon klingelt,6116,1352
6117,das haben wir,6117,9899
6118,keine schlechte idee,6118,5851
6119,und dann was,6119,9899
6120,meistens,6120,5657
6121,"ja, komm",6121,1611
6122,mach platz,6122,3492
6123,"scheiße, nein",6123,9899
6124,es ist besser so,6124,6605
6125,ich kümmere mich um sie,6125,9899
6126,alec,6126,9899
6127,duck dich,6127,9899
6128,versuch's noch mal,6128,3234
6129,das kann ich nicht machen,6129,9899
6130,"also, was ist",6130,3586
6131,"tu, was ich sage",6131,9899
6132,bist du noch dran,6132,4980
6133,du bist verletzt,6133,7884
6134,das wird nichts,6134,9899
6135,warum das denn,6135,5197
6136,sprechen sie englisch,6136,2510
6137,ich habe es gehört,6137,3337
6138,wally,6138,2911
6139,vielleicht kann ich helfen,6139,9899
6140,wir lieben dich,6140,9899
6141,rette mich,6141,9899
6142,entschuldigt bitte,6142,7672
6143,ich bin pleite,6143,5447
6144,so schnell wie möglich,6144,2979
6145,stell dir vor,6145,6101
6146,"ja, sie",6146,4100
6147,was genau,6147,9899
6148,was guckst du so,6148,7186
6149,keith,6149,9899
6150,zigaretten,6150,2870
6151,mach die augen auf,6151,9899
6152,schwanger,6152,5261
6153,sind sie allein,6153,4577
6154,sí,6154,9899
6155,ich muss sie finden,6155,9899
6156,ich bin ja da,6156,9899
6157,bringt ihn weg,6157,9899
6158,es ist nicht sicher,6158,9899
6159,wir sind soweit,6159,7238
6160,wie geht es euch,6160,3613
6161,und wissen sie was,6161,7721
6162,habt keine angst,6162,9899
6163,ich habe ein geschenk für dich,6163,9899
6164,mund halten,6164,9899
6165,"moment, bitte",6165,7358
6166,kellner,6166,3356
6167,das ist erstaunlich,6167,9899
6168,gehen sie rein,6168,9899
6169,du brauchst mich,6169,9899
6170,kein wort mehr,6170,5952
6171,erde,6171,9899
6172,ich bin nicht da,6172,8889
6173,"danke, captain",6173,9899
6174,ich kann warten,6174,5687
6175,das ist doch egal,6175,3514
6176,ich wollte gerade gehen,6176,9899
6177,wie seh ich aus,6177,1748
6178,was sollte das denn,6178,9899
6179,"warten sie, warten sie",6179,9899
6180,wird er nicht,6180,9899
6181,früher,6181,6487
6182,das ist mein leben,6182,9899
6183,scheißegal,6183,3778
6184,riecht gut,6184,9899
6185,was haben sie gesehen,6185,7851
6186,"ja, ich bin hier",6186,9899
6187,"okay, das reicht",6187,9899
6188,"danke, euer ehren",6188,9899
6189,"ja, der bin ich",6189,6758
6190,sei vernünftig,6190,3361
6191,ich bin ein mann,6191,7656
6192,wessen,6192,9899
6193,ende der diskussion,6193,9899
6194,buddy,6194,9899
6195,er ist nett,6195,6257
6196,das ging aber schnell,6196,4415
6197,was wollt ihr von mir,6197,6592
6198,hast du alles,6198,9108
6199,haben sie sie gesehen,6199,9899
6200,rom,6200,3883
6201,"hallo, schätzchen",6201,9899
6202,ständig,6202,8261
6203,ian,6203,9899
6204,rutsch rüber,6204,8764
6205,ich habe nichts gehört,6205,5615
6206,das wissen sie doch,6206,9488
6207,ich werd's versuchen,6207,9899
6208,von wo,6208,6499
6209,es wird spät,6209,6673
6210,was ist ios,6210,4472
6211,alles cool,6211,9899
6212,das tust du nicht,6212,9899
6213,ein baby,6213,9899
6214,gib mir den schlüssel,6214,6810
6215,zeig's ihm,6215,9899
6216,eine million,6216,3531
6217,hast du eine bessere idee,6217,9899
6218,er ist unterwegs,6218,7673
6219,gaby,6219,3006
6220,das ist nicht alles,6220,5115
6221,was ist das für ein geruch,6221,9899
6222,das wird er,6222,9899
6223,"aber, aber",6223,2579
6224,ich freue mich für dich,6224,9899
6225,kommen sie bitte,6225,2428
6226,"ja, verdammt",6226,9899
6227,pedro,6227,9899
6228,spencer,6228,9899
6229,das ist alles deine schuld,6229,9899
6230,"bleibt, wo ihr seid",6230,9899
6231,sexy,6231,9899
6232,"ja, liebes",6232,9899
6233,hat es funktioniert,6233,9899
6234,wir können nicht,6234,9899
6235,beeilen wir uns,6235,9899
6236,wie fühlt es sich an,6236,9899
6237,schwierig,6237,4718
6238,wurde auch zeit,6238,9899
6239,nicht vergessen,6239,8218
6240,du wusstest es,6240,9899
6241,obwohl,6241,3336
6242,anschnallen,6242,9899
6243,ich kann das erklären,6243,7387
6244,wie konntest du das tun,6244,9899
6245,spartacus,6245,9899
6246,"ja, jetzt",6246,5482
6247,machen sie platz,6247,3691
6248,was macht sie hier,6248,9899
6249,und schnitt,6249,9899
6250,nicht aufhören,6250,9899
6251,jetzt weiß ich es,6251,8416
6252,ein paar tage,6252,9899
6253,"was ist los, mann",6253,9899
6254,musst du nicht,6254,9899
6255,problem gelöst,6255,9899
6256,eigentlich schon,6256,4868
6257,hörst du nicht,6257,4930
6258,du kennst ihn nicht,6258,3012
6259,können wir nicht,6259,9899
6260,ist ja toll,6260,6166
6261,der könig,6261,3208
6262,aber jetzt nicht mehr,6262,9899
6263,das ist so cool,6263,9899
6264,"warte, was",6264,9899
6265,erschieß mich,6265,9899
6266,ich werde verrückt,6266,4506
6267,"hallo, kinder",6267,9899
6268,kathy,6268,6820
6269,bin unterwegs,6269,9899
6270,"nein, es geht schon",6270,5175
6271,ich war beschäftigt,6271,9899
6272,deine schwester,6272,8237
6273,kommst du klar,6273,9899
6274,das wird wieder,6274,6092
6275,weiter nichts,6275,6564
6276,wir reden später darüber,6276,9899
6277,nadia,6277,9899
6278,perfektes timing,6278,9899
6279,ich muss weiter,6279,5181
6280,es ist wundervoll,6280,6993
6281,er ist da drin,6281,9899
6282,ich blute,6282,6015
6283,finden sie nicht,6283,5979
6284,ich bin hungrig,6284,4759
6285,ich habe viel zu tun,6285,9899
6286,du hast ihn umgebracht,6286,9899
6287,warte noch,6287,9899
6288,ich habe ihn nicht gesehen,6288,9899
6289,belle,6289,9899
6290,das ist meine,6290,3640
6291,steig auf,6291,6408
6292,tu was,6292,5732
6293,ich habe ein problem,6293,6351
6294,was wünschen sie,6294,2380
6295,schwamm drüber,6295,2249
6296,es ist heiß,6296,9899
6297,"ach, echt",6297,9899
6298,ihr könnt gehen,6298,5393
6299,verrat,6299,2708
6300,mir gefällt das nicht,6300,9899
6301,ich wollte nur helfen,6301,9899
6302,ralph,6302,9899
6303,aber ja doch,6303,9899
6304,danke dafür,6304,9899
6305,"was, zum",6305,9899
6306,lass es sein,6306,9899
6307,"oh, stimmt",6307,9899
6308,w,6308,9899
6309,passt auf euch auf,6309,7513
6310,leg auf,6310,9899
6311,clarke,6311,9899
6312,ihm geht es gut,6312,9899
6313,es ergibt keinen sinn,6313,9899
6314,mach es auf,6314,9262
6315,da ist niemand,6315,8624
6316,mir doch egal,6316,9899
6317,es gehört dir,6317,9899
6318,may,6318,9899
6319,bitte helft mir,6319,9899
6320,der junge,6320,9899
6321,das habe ich nicht gemeint,6321,9899
6322,meinst du wirklich,6322,4235
6323,was ich will,6323,9899
6324,wer nicht,6324,9550
6325,getroffen,6325,4778
6326,m,6326,5887
6327,er war ein guter mann,6327,9899
6328,ich komm gleich wieder,6328,3394
6329,bemerkenswert,6329,9734
6330,"los, mann",6330,9899
6331,ich hatte glück,6331,8234
6332,nicht nur das,6332,9899
6333,ich kann's nicht,6333,7502
6334,ich werde ihn finden,6334,9899
6335,*spannende musik.*,6335,566
6336,ha ha,6336,3785
6337,heilige mutter gottes,6337,8187
6338,vielen dank für alles,6338,7959
6339,"nein, hat sie nicht",6339,9899
6340,bullen,6340,9899
6341,"gut, und dir",6341,4558
6342,na prima,6342,7124
6343,aber gerne,6343,5060
6344,ich bin es nicht,6344,9899
6345,unbekannt,6345,9899
6346,"hey, charlie",6346,9899
6347,dann ist ja gut,6347,2578
6348,raus mit ihnen,6348,9899
6349,agnes,6349,1694
6350,"okay, gehen wir",6350,9899
6351,wie oft,6351,3157
6352,ist sie da,6352,6584
6353,es war ein langer tag,6353,9899
6354,rudy,6354,9899
6355,das ist peinlich,6355,9899
6356,lewis,6356,9899
6357,aber egal,6357,9899
6358,was hat er gemacht,6358,9899
6359,hast du es gesehen,6359,8551
6360,falsche antwort,6360,9899
6361,das sehe ich anders,6361,9899
6362,das tu ich,6362,9899
6363,ich komm schon klar,6363,9899
6364,wir sind verloren,6364,6967
6365,tust du,6365,9899
6366,"na, endlich",6366,1844
6367,das würde ich nie tun,6367,8205
6368,ich kann es fühlen,6368,9899
6369,ich kenne dich nicht,6369,9899
6370,eine überraschung,6370,3342
6371,ollie,6371,9899
6372,planänderung,6372,9899
6373,ich hab nichts gesagt,6373,7453
6374,er ist nicht mein freund,6374,9899
6375,wo fangen wir an,6375,9899
6376,"ja, mache ich",6376,7566
6377,egal was,6377,9899
6378,abschalten,6378,6974
6379,geht weiter,6379,6462
6380,sie sagen es,6380,9899
6381,ich schaff das schon,6381,9899
6382,zehn sekunden,6382,7233
6383,kannst du nicht,6383,9899
6384,so wie immer,6384,9899
6385,wir sind dran,6385,9899
6386,ich wollte nicht stören,6386,6980
6387,und noch mal,6387,9899
6388,nicht so schlimm,6388,6655
6389,oh mein,6389,9899
6390,ich hatte nichts damit zu tun,6390,9899
6391,wo ist mama,6391,5645
6392,du warst großartig,6392,9899
6393,hast du geld,6393,3410
6394,sie ist schön,6394,9388
6395,du bist wach,6395,9899
6396,woher kennen sie meinen namen,6396,9899
6397,das würde ich nicht tun,6397,8526
6398,ist das nicht wunderbar,6398,5105
6399,haben sie das,6399,5008
6400,der hier,6400,6106
6401,schnell weg hier,6401,9899
6402,er weiß es nicht,6402,7343
6403,gemeinsam,6403,9899
6404,das macht sinn,6404,9899
6405,er ist fort,6405,9899
6406,bart,6406,9899
6407,grandma,6407,9899
6408,ihre,6408,9899
6409,fahren sie weiter,6409,9899
6410,ich will es nicht wissen,6410,9518
6411,natürlich ist es das,6411,9899
6412,liebes,6412,7622
6413,wen kümmert's,6413,9899
6414,lebt er noch,6414,4096
6415,"nein, verdammt",6415,9899
6416,sheldon,6416,9899
6417,da stimme ich zu,6417,9899
6418,und der wäre,6418,4519
6419,gar keine,6419,8904
6420,"nein, dad",6420,9899
6421,"einen augenblick, bitte",6421,3437
6422,ahoi,6422,3736
6423,ich sage nichts,6423,6528
6424,was immer du willst,6424,9899
6425,wonach suchst du,6425,9899
6426,ich glaub's einfach nicht,6426,8501
6427,komm hier rüber,6427,9899
6428,"ja, das war ich",6428,9899
6429,funktioniert es,6429,9899
6430,siehst gut aus,6430,6775
6431,weit weg,6431,4451
6432,die wette gilt,6432,9899
6433,wo sind sie jetzt,6433,5698
6434,uns läuft die zeit davon,6434,9899
6435,bring ihn um,6435,6628
6436,das leben,6436,2656
6437,nur ganz kurz,6437,9899
6438,ich bringe dich nach hause,6438,9899
6439,spannungsvolle musik,6439,2927
6440,ich versprech's dir,6440,5755
6441,er ist es nicht,6441,9899
6442,scotty,6442,8078
6443,was macht das schon,6443,9899
6444,du bist so süß,6444,9899
6445,"nein, ich nicht",6445,5977
6446,das ist doch nicht möglich,6446,1832
6447,wer hat dir das gesagt,6447,9899
6448,das leben geht weiter,6448,7130
6449,"ach, hör auf",6449,9120
6450,ist lange her,6450,9899
6451,seht doch,6451,9899
6452,babe,6452,9899
6453,fangt an,6453,9899
6454,so eine überraschung,6454,3433
6455,"los, steh auf",6455,9899
6456,sie können mich mal,6456,9899
6457,mona,6457,2617
6458,so macht man das,6458,3655
6459,"sachte, sachte",6459,9899
6460,"ach, so",6460,1012
6461,von anfang an,6461,6913
6462,"ja, schon klar",6462,9899
6463,das nervt,6463,6392
6464,was hat sie denn,6464,2659
6465,wenn es sein muss,6465,9604
6466,sieh hin,6466,9899
6467,er wurde ermordet,6467,6765
6468,wir sind quitt,6468,9899
6469,jessie,6469,9899
6470,t,6470,9899
6471,ich komme zurecht,6471,8395
6472,ist alles gut,6472,8434
6473,riechst du das,6473,9899
6474,im krankenhaus,6474,9899
6475,fitz,6475,9899
6476,besten dank,6476,6692
6477,ich muss ihn finden,6477,9899
6478,ich kapier's nicht,6478,2172
6479,siehst du was,6479,3485
6480,"schön, dich wiederzusehen",6480,9899
6481,so viel,6481,6444
6482,"nichts, sir",6482,4283
6483,lasst mich rein,6483,9899
6484,es geht weiter,6484,5398
6485,findet sie,6485,9899
6486,addy,6486,9899
6487,"also, bis dann",6487,5746
6488,ich bin nur neugierig,6488,9899
6489,denke ich,6489,9899
6490,was geht da vor,6490,9704
6491,maya,6491,9899
6492,du bist zu spät,6492,8828
6493,o mann,6493,3857
6494,nicholas,6494,5231
6495,gas,6495,5681
6496,absolut nichts,6496,9899
6497,nur du,6497,9899
6498,wegen dir,6498,3889
6499,mitternacht,6499,9899
6500,weg von mir,6500,9899
6501,fünf jahre,6501,9899
6502,das ist es nicht wert,6502,9899
6503,zeitverschwendung,6503,9899
6504,das ist eine tolle idee,6504,9899
6505,frohes fest,6505,867
6506,dale,6506,9899
6507,misch dich nicht ein,6507,2080
6508,das war schön,6508,4794
6509,ich habe ihn getötet,6509,9899
6510,wahrheit,6510,9899
6511,"hallo, jack",6511,9899
6512,crixus,6512,9899
6513,du hast ihn,6513,9899
6514,konzentriere dich,6514,9899
6515,hector,6515,9899
6516,hat er das gesagt,6516,9899
6517,falscher alarm,6517,8972
6518,irgendetwas stimmt nicht,6518,9899
6519,irrtum,6519,4455
6520,duke,6520,9899
6521,"hallo, john",6521,9899
6522,"komm, komm, komm",6522,2137
6523,sie haben,6523,6372
6524,ich sehe,6524,9899
6525,sonst was,6525,9899
6526,ich muss sie sprechen,6526,9899
6527,ich will aber nicht,6527,6928
6528,"na, siehst du",6528,2121
6529,ich wollte dich sehen,6529,6009
6530,braver hund,6530,9899
6531,das ist ein irrtum,6531,4375
6532,bree,6532,9899
6533,reggie,6533,5101
6534,wo kommt das her,6534,9899
6535,was machen die da,6535,9899
6536,ab,6536,1257
6537,"hey, moment mal",6537,9899
6538,craig,6538,9899
6539,die zukunft,6539,9899
6540,johanna,6540,1607
6541,lieber himmel,6541,9899
6542,hör bitte auf,6542,9899
6543,meine kinder,6543,5665
6544,das verstehst du nicht,6544,4391
6545,er war es nicht,6545,9899
6546,lassen sie ihn in ruhe,6546,9899
6547,es ist sinnlos,6547,8331
6548,miriam,6548,3374
6549,"ja, ganz sicher",6549,9899
6550,georg,6550,696
6551,"ja, alles bestens",6551,9899
6552,was war denn los,6552,4410
6553,wie viel zeit haben wir,6553,9899
6554,alarmstufe rot,6554,9899
6555,das ist traurig,6555,9899
6556,ta-da,6556,9899
6557,zielen,6557,5597
6558,es ist alles okay,6558,7364
6559,elijah,6559,9899
6560,kommt herein,6560,2658
6561,gib mir die hand,6561,3899
6562,darum geht es,6562,9899
6563,ich hab's getan,6563,9899
6564,schon kapiert,6564,9899
6565,unten,6565,4685
6566,ich weiß nicht warum,6566,9899
6567,und selbst,6567,9190
6568,irgendwohin,6568,9899
6569,wenn sie wollen,6569,7249
6570,du spinnst doch,6570,4917
6571,über mich,6571,5964
6572,wir müssen was tun,6572,4911
6573,mein leben,6573,8815
6574,durchaus,6574,8846
6575,der arme,6575,7616
6576,hicks,6576,9899
6577,homer,6577,9899
6578,was stimmt nicht mit dir,6578,9899
6579,"ich, ähm",6579,9899
6580,zeigen sie mal,6580,2950
6581,kai,6581,3936
6582,was würdest du tun,6582,9899
6583,guy,6583,9899
6584,pass auf ihn auf,6584,9899
6585,ich kenne das,6585,9899
6586,alle auf den boden,6586,5802
6587,wir sind auf dem weg,6587,9899
6588,warum dann,6588,9899
6589,das versteh ich nicht,6589,5279
6590,"los, macht schon",6590,9899
6591,hu,6591,3153
6592,trevor,6592,9899
6593,ohhh,6593,1930
6594,jubel,6594,1870
6595,das soll wohl ein witz sein,6595,9899
6596,komm weiter,6596,4845
6597,es hat nicht funktioniert,6597,9899
6598,frechheit,6598,1417
6599,"oh, äh",6599,9899
6600,bringen wir's hinter uns,6600,9899
6601,aber bitte,6601,2088
6602,lass mich nachdenken,6602,8843
6603,bitte lächeln,6603,9899
6604,lass mich allein,6604,9899
6605,ich brauche einen drink,6605,9899
6606,mach dir keine sorgen um mich,6606,9899
6607,lex,6607,9899
6608,"komm her, junge",6608,9899
