,sentence,rankt,ranko
5877,vamos a empezar,5877,9877
5878,"sí, ¿qué pasa",5878,4324
5879,disculpame,5879,5652
5880,proceda,5880,8594
5881,ése es el problema,5881,4625
5882,"no, tío",5882,7072
5883,estoy harta,5883,4153
5884,cómo se llaman,5884,3347
5885,no podemos hacer eso,5885,4055
5886,"si, está bien",5886,9520
5887,quédese donde está,5887,9877
5888,vale la pena,5888,2765
5889,"oh, nada",5889,9877
5890,cierre la puerta,5890,3772
5891,ya me conoces,5891,7125
5892,es una amenaza,5892,5286
5893,es un juego,5893,7758
5894,no es asunto suyo,5894,8060
5895,"sí, tiene razón",5895,9536
5896,"hola, bob",5896,4987
5897,tres veces,5897,9877
5898,mira este lugar,5898,3947
5899,laurel,5899,9877
5900,momento,5900,5242
5901,morir,5901,9677
5902,a nosotros,5902,3223
5903,está muy bueno,5903,9440
5904,espera y verás,5904,9877
5905,estás preparado,5905,9877
5906,no tengo la menor idea,5906,6055
5907,es este,5907,8840
5908,vete a la cama,5908,6785
5909,hagan sus apuestas,5909,9877
5910,lo somos,5910,9877
5911,sé fuerte,5911,9877
5912,podemos entrar,5912,9877
5913,ven aca,5913,8475
5914,este tipo,5914,9877
5915,quieres venir conmigo,5915,8522
5916,pero no lo hiciste,5916,9877
5917,te llevo,5917,4384
5918,"señor, por favor",5918,4614
5919,bienvenida a casa,5919,8929
5920,quieres pelear,5920,5092
5921,por qué es eso,5921,9877
5922,entra al auto,5922,6044
5923,está fuera,5923,7655
5924,déjame terminar,5924,9876
5925,buena respuesta,5925,7168
5926,para el coche,5926,6004
5927,hablaremos más tarde,5927,9079
5928,lo has entendido,5928,9877
5929,oyeron eso,5929,6717
5930,enterado,5930,3021
5931,woody,5931,1205
5932,por qué no me dijiste,5932,9652
5933,ven a ver,5933,6931
5934,será genial,5934,9877
5935,eres hombre muerto,5935,3960
5936,"adiós, adiós",5936,5142
5937,"bueno, mira",5937,4431
5938,qué alegría,5938,3500
5939,me dieron,5939,3414
5940,quiero ir,5940,9417
5941,eres un buen chico,5941,9877
5942,estáis bien,5942,9877
5943,"está bien, entonces",5943,9877
5944,joshua,5944,9877
5945,lo estás haciendo muy bien,5945,7393
5946,nikki,5946,9877
5947,o algo así,5947,5070
5948,no es para mí,5948,9877
5949,cómo está él,5949,6037
5950,cabo,5950,8562
5951,es más que eso,5951,9877
5952,puedo ayudarlos,5952,9627
5953,vamos a salir,5953,6675
5954,se va a poner bien,5954,7422
5955,eres la mejor,5955,8887
5956,se conocen,5956,4083
5957,por qué has hecho eso,5957,9825
5958,esperen un segundo,5958,4747
5959,y después qué,5959,9877
5960,deja de quejarte,5960,3935
5961,vamos ahora,5961,6033
5962,quiero saberlo,5962,8525
5963,quiero enseñarte algo,5963,4337
5964,"yo, también",5964,9877
5965,que diablos,5965,3043
5966,juan,5966,1020
5967,es un hombre,5967,9877
5968,triste,5968,8765
5969,la semana pasada,5969,9877
5970,"adiós, querida",5970,9877
5971,no recuerdo nada,5971,5913
5972,no quería decir eso,5972,9877
5973,mírale,5973,3853
5974,ya terminé,5974,3804
5975,estás acabado,5975,4076
5976,simone,5976,9877
5977,te casarías conmigo,5977,9877
5978,"cinco, seis, siete, ocho",5978,2668
5979,es nuestro,5979,4015
5980,están ahí,5980,3352
5981,evidentemente,5981,9877
5982,becca,5982,9877
5983,me haces daño,5983,4229
5984,mantengan la calma,5984,3683
5985,entonces hazlo,5985,7745
5986,quiero un abogado,5986,9877
5987,sal de mi camino,5987,9877
5988,"oh, perdón",5988,9553
5989,eres un tonto,5989,9877
5990,qué soy,5990,9877
5991,"vamos, siéntate",5991,5669
5992,es culpa tuya,5992,6032
5993,so,5993,3372
5994,si claro,5994,4080
5995,estás despedida,5995,9877
5996,pase lo que pase,5996,1363
5997,leon,5997,9877
5998,quieres saber por qué,5998,9877
5999,se nos acaba el tiempo,5999,9877
6000,niña,6000,3767
6001,todo lo contrario,6001,7841
6002,ya es demasiado tarde,6002,9877
6003,todos listos,6003,6212
6004,tienen razón,6004,4046
6005,por qué iba a hacerlo,6005,7077
6006,enciéndelo,6006,6583
6007,sólo que,6007,9877
6008,deja,6008,5674
6009,estoy tan feliz,6009,9877
6010,"sí, ya",6010,4478
6011,qué le digo,6011,6935
6012,maldito sea,6012,4347
6013,qué se siente,6013,4374
6014,estaría bien,6014,6253
6015,devuélvelo,6015,8092
6016,yo primero,6016,6863
6017,"sí, adiós",6017,6751
6018,"si, bueno",6018,9877
6019,qué le sucede,6019,9877
6020,es muy gracioso,6020,4633
6021,tienes un cigarrillo,6021,3291
6022,y yo qué sé,6022,7447
6023,qué ha sucedido,6023,5760
6024,quieres beber algo,6024,8032
6025,tengo una,6025,8566
6026,troy,6026,2919
6027,un bebé,6027,9877
6028,tú puedes hacerlo,6028,9877
6029,a usted,6029,6230
6030,y tú quién eres,6030,9260
6031,vuelve a casa,6031,9877
6032,disfruta,6032,7436
6033,salga de aquí,6033,8437
6034,me entienden,6034,8358
6035,qué fue todo eso,6035,6598
6036,eso es fácil,6036,6934
6037,meg,6037,4380
6038,treinta,6038,4539
6039,está roto,6039,5949
6040,es guapa,6040,6218
6041,roma,6041,9877
6042,eso es nuevo,6042,9877
6043,por qué te ríes,6043,6451
6044,wall·e,6044,9877
6045,estoy asustado,6045,9877
6046,todos al suelo,6046,6015
6047,vamos a hablar,6047,7673
6048,pero no lo es,6048,9877
6049,"oh, señor",6049,9877
6050,"adiós, chicos",6050,5681
6051,"no te preocupes, cariño",6051,8451
6052,anda ya,6052,4782
6053,"hola, tío",6053,9877
6054,que haces aquí,6054,6609
6055,confié en ti,6055,4254
6056,deja de hacer eso,6056,9877
6057,qué hago aquí,6057,9877
6058,cena,6058,9877
6059,cody,6059,9877
6060,no sirve,6060,5027
6061,cómo podría saberlo,6061,9877
6062,quién no,6062,8810
6063,no tienes hambre,6063,9877
6064,esto es un error,6064,4219
6065,quieres callarte,6065,8397
6066,debemos salir de aquí,6066,9877
6067,estoy acabado,6067,6874
6068,última oportunidad,6068,6095
6069,"vale, adiós",6069,9877
6070,me crees,6070,3192
6071,"vamos, sam",6071,6375
6072,lo siento por eso,6072,9877
6073,"no, adelante",6073,4691
6074,lo aprecio,6074,9877
6075,mi niña,6075,5864
6076,de todas formas,6076,9877
6077,qué desperdicio,6077,6665
6078,me parece que no,6078,6346
6079,eso es extraño,6079,9877
6080,lo tendré,6080,5860
6081,alabado sea el señor,6081,8766
6082,para qué es esto,6082,4016
6083,"hola, querido",6083,9775
6084,eres gracioso,6084,9877
6085,déjenlo en paz,6085,8560
6086,he ganado,6086,9877
6087,veneno,6087,8505
6088,fumas,6088,9877
6089,supongo que tienes razón,6089,9262
6090,brooke,6090,9877
6091,no seas tímido,6091,4824
6092,dónde está tu madre,6092,6653
6093,yo gano,6093,5340
6094,un millón,6094,9699
6095,quién será,6095,7398
6096,apúrese,6096,7811
6097,lo tendré en cuenta,6097,9877
6098,loca,6098,9877
6099,seh,6099,9877
6100,quién es éste,6100,3176
6101,eres tan hermosa,6101,4242
6102,"oh, querido",6102,9877
6103,vicky,6103,9046
6104,estuvo cerca,6104,9877
6105,ese tipo,6105,7527
6106,y lo hice,6106,9787
6107,espero que no te importe,6107,8215
6108,muy graciosa,6108,8595
6109,deberías saberlo,6109,4411
6110,eres patético,6110,9877
6111,lola,6111,8578
6112,son demasiados,6112,9610
6113,"ven aquí, cariño",6113,6088
6114,marvin,6114,6555
6115,la amas,6115,9877
6116,dame la pistola,6116,3842
6117,samuel,6117,4086
6118,es una vergüenza,6118,9877
6119,qué pasa conmigo,6119,9877
6120,quién ha sido,6120,5516
6121,"no, no realmente",6121,9877
6122,cass,6122,9877
6123,no te escucho,6123,9877
6124,vuelve a dormir,6124,8278
6125,es inteligente,6125,9877
6126,"hola, señora",6126,5628
6127,lester,6127,9877
6128,tenemos que irnos de aquí,6128,3327
6129,mil,6129,5331
6130,"por favor, ayúdenme",6130,6205
6131,qué demonios está pasando aquí,6131,9382
6132,acompáñame,6132,4250
6133,he dicho que no,6133,7804
6134,quién se cree que es,6134,4532
6135,sabes qué hora es,6135,4231
6136,ve a dormir,6136,9877
6137,entonces qué es,6137,9877
6138,disparos,6138,4277
6139,se acabo,6139,6989
6140,ya me has oído,6140,9349
6141,tengo malas noticias,6141,3583
6142,"por favor, siéntense",6142,4420
6143,algunos,6143,9877
6144,"vamos, niños",6144,3931
6145,te gustará,6145,5630
6146,encontré algo,6146,6899
6147,un error,6147,9697
6148,felix,6148,9877
6149,no. ¿qué,6149,9877
6150,gay,6150,7376
6151,cómo se ve,6151,7093
6152,puedo esperar,6152,9877
6153,qué hace él aquí,6153,7710
6154,marchen,6154,4887
6155,tómese su tiempo,6155,9877
6156,nelson,6156,9877
6157,no lo entenderías,6157,9877
6158,no lo fue,6158,4587
6159,no puedes estar aquí,6159,9877
6160,da miedo,6160,9877
6161,para nosotros,6161,6775
6162,dónde están los demás,6162,5848
6163,dilo de nuevo,6163,5438
6164,hemos ganado,6164,8097
6165,más que eso,6165,6102
6166,mel,6166,9877
6167,no os preocupéis,6167,7278
6168,lloyd,6168,9877
6169,estamos en ello,6169,4834
6170,aun no,6170,5639
6171,retírate,6171,7360
6172,no es hermoso,6172,4101
6173,quédese ahí,6173,7181
6174,no te ofendas,6174,6359
6175,mala idea,6175,7696
6176,stevie,6176,9877
6177,no quiero oírlo,6177,4945
6178,valerie,6178,9877
6179,"no, ya no",6179,8982
6180,"sí, estoy aquí",6180,8442
6181,justo allí,6181,5025
6182,"sí, de verdad",6182,6757
6183,ella está muerta,6183,9877
6184,bromeo,6184,9877
6185,de,6185,4500
6186,"ve, ve, ve",6186,7765
6187,feliz cumpleaños a ti,6187,6728
6188,ya no está,6188,9877
6189,qué te preocupa,6189,9877
6190,no lo dijo,6190,9877
6191,y tu padre,6191,4274
6192,carla,6192,7834
6193,no necesito tu ayuda,6193,7739
6194,no tardaré mucho,6194,9877
6195,sí quiero,6195,6612
6196,quieres decir,6196,9877
6197,a dónde se fue,6197,6256
6198,chicago,6198,4960
6199,y lo hizo,6199,9877
6200,cigarrillos,6200,9877
6201,qué problema tienes,6201,5231
6202,peggy,6202,9877
6203,es sencillo,6203,9877
6204,hostia puta,6204,9877
6205,dónde estás ahora,6205,8306
6206,glenn,6206,9877
6207,es gratis,6207,4858
6208,cómo vas,6208,5028
6209,maldito hijo de puta,6209,4023
6210,iré a ver,6210,6209
6211,concedido,6211,9877
6212,"no, claro",6212,7381
6213,no es demasiado tarde,6213,9877
6214,quiénes sois,6214,9877
6215,quita,6215,3224
6216,spike,6216,3298
6217,"vamos, hazlo",6217,6384
6218,estuvo genial,6218,6818
6219,supéralo,6219,9877
6220,es de locos,6220,9877
6221,ya te dije,6221,6486
6222,mi culpa,6222,4664
6223,erin,6223,9877
6224,inténtalo de nuevo,6224,9877
6225,cómo lo hizo,6225,9877
6226,donnie,6226,9877
6227,estoy jodido,6227,4413
6228,discúlpenos,6228,4450
6229,muy listo,6229,3235
6230,quieres una copa,6230,8407
6231,golpéame,6231,6869
6232,desde luego que sí,6232,9877
6233,"vale, vamos",6233,9877
6234,llaves,6234,9877
6235,tienes razon,6235,9877
6236,miguel,6236,2247
6237,di que sí,6237,9877
6238,por qué viniste,6238,9877
6239,yo no lo haría,6239,9612
6240,"si, por favor",6240,7716
6241,estoy sangrando,6241,5736
6242,"espere, por favor",6242,4727
6243,yo creo,6243,8610
6244,no volverá a suceder,6244,9877
6245,inglaterra,6245,9877
6246,no la tengo,6246,8912
6247,"hola, mi amor",6247,2495
6248,te encontré,6248,8667
6249,"si, sr",6249,9877
6250,carne,6250,9877
6251,gusto en verte,6251,8062
6252,y el dinero,6252,5657
6253,puede oírme,6253,9877
6254,"hola, paul",6254,9877
6255,después de usted,6255,9877
6256,"genial, gracias",6256,9877
6257,"sí, su señoría",6257,9877
6258,qué estamos esperando,6258,9877
6259,"oh, vale",6259,9877
6260,en camino,6260,6266
6261,conteste,6261,4697
6262,lucha,6262,9877
6263,esto no puede estar pasando,6263,9877
6264,estate quieto,6264,5828
6265,eso apesta,6265,8724
6266,soy su madre,6266,9877
6267,qué está mal,6267,6669
6268,y ustedes,6268,5818
6269,no me hagas reír,6269,5076
6270,cómo entraste,6270,9877
6271,información,6271,6731
6272,ldiota,6272,3184
6273,problema,6273,5132
6274,no es el momento,6274,6404
6275,puedes caminar,6275,9877
6276,earl,6276,6143
6277,no la quiero,6277,8962
6278,damon,6278,9877
6279,regresó,6279,7319
6280,cuento contigo,6280,3912
6281,camille,6281,7303
6282,tengo uno,6282,9877
6283,qué emoción,6283,5012
6284,encuéntrenlo,6284,2720
6285,bonjour,6285,9877
6286,haré lo que sea,6286,9877
6287,"bien, vámonos",6287,6445
6288,eso cree,6288,7285
6289,qué tonto,6289,5412
6290,conduce con cuidado,6290,9877
6291,por qué no me llamaste,6291,7772
6292,no es mucho,6292,4158
6293,el viernes,6293,7108
6294,pueden irse,6294,9877
6295,eso también,6295,8666
6296,todos lo estamos,6296,9877
6297,cuánto quieres,6297,8785
6298,por qué lo has hecho,6298,6425
6299,"mamá, mamá",6299,4240
6300,ratas,6300,9877
6301,piloto,6301,9877
6302,r,6302,7338
6303,te he estado buscando,6303,9877
6304,un arma,6304,7023
6305,qué crees que haces,6305,9877
6306,he,6306,9877
6307,jan,6307,9877
6308,sigues ahí,6308,9877
6309,"hogar, dulce hogar",6309,5584
6310,nos vamos de aquí,6310,4832
6311,verá,6311,4260
6312,qué harías,6312,9877
6313,eso he oído,6313,9877
6314,"vale, está bien",6314,9877
6315,está en el hospital,6315,8674
6316,se puede,6316,4035
6317,"no, esperen",6317,9877
6318,durmiendo,6318,9125
6319,hiro,6319,9877
6320,no sé qué decirte,6320,9877
6321,"oh, wow",6321,9877
6322,disculpeme,6322,5905
6323,enséñame,6323,9748
6324,también te amo,6324,9877
6325,lizzie,6325,9877
6326,estás asustado,6326,4096
6327,"ya voy, ya voy",6327,4524
6328,"uno, dos, tres, cuatro, cinco",6328,3431
6329,se lo merece,6329,7618
6330,su hija,6330,9877
6331,ya fue suficiente,6331,9877
6332,"sí, lo sabemos",6332,6763
6333,vuelvan,6333,5819
6334,algo está pasando,6334,9877
6335,tu hermana,6335,9877
6336,te queremos,6336,9877
6337,qué te ha dicho,6337,8608
6338,dónde es,6338,7717
6339,cansado,6339,4743
6340,cuál es el punto,6340,9877
6341,ay dios,6341,9877
6342,estas segura,6342,9877
6343,"no, qué va",6343,4593
6344,no están aquí,6344,7948
6345,sácala,6345,6184
6346,esto no puede ser,6346,9877
6347,tengo un mal presentimiento,6347,8853
6348,mira lo que hiciste,6348,9877
6349,me preguntaba,6349,6126
6350,larguémonos,6350,5224
6351,tu qué,6351,5095
6352,cómo estoy,6352,9877
6353,acabemos con esto,6353,7249
6354,es para usted,6354,5716
6355,wallace,6355,9877
6356,"sí, lo está",6356,9877
6357,no quiero que te vayas,6357,5133
6358,pasad,6358,3690
6359,es una cita,6359,9877
6360,es muy lindo,6360,9877
6361,esto no es justo,6361,7684
6362,peleen,6362,9877
6363,es comprensible,6363,8850
6364,no qué,6364,5637
6365,qué coño es esto,6365,5660
6366,es tu padre,6366,8441
6367,baila conmigo,6367,4256
6368,eres idiota,6368,6545
6369,gene,6369,9877
6370,vamos arriba,6370,8222
6371,"bueno, no importa",6371,6812
6372,te interesa,6372,4279
6373,"sí, nena",6373,6496
6374,dieciséis,6374,3283
6375,tengo que orinar,6375,5486
6376,no lo olvidaré,6376,9353
6377,no se detengan,6377,4729
6378,california,6378,3263
6379,tal vez tengas razón,6379,6335
6380,apresúrense,6380,9877
6381,chica,6381,9877
6382,tal vez sí,6382,9877
6383,está en camino,6383,5606
6384,que ha pasado,6384,9877
6385,me quedaré aquí,6385,9424
6386,ven a mí,6386,9877
6387,madre de dios,6387,7261
6388,dije,6388,6017
6389,aléjate de mi,6389,4469
6390,qué imbécil,6390,5267
6391,ve por ella,6391,2790
6392,"sí, eso parece",6392,7283
6393,nadie sabe,6393,9877
6394,es un buen tipo,6394,4844
6395,tú eliges,6395,9877
6396,aqui tienes,6396,9877
6397,la mataste,6397,8677
6398,"no, es verdad",6398,9877
6399,"sí, es genial",6399,9865
6400,yo no haría eso,6400,9877
6401,no es de tu incumbencia,6401,9877
6402,no lo he hecho,6402,9877
6403,l,6403,9109
6404,es usted muy amable,6404,6990
6405,milord,6405,9877
6406,por supuesto que lo es,6406,9877
6407,choca esos cinco,6407,9877
6408,mañana por la noche,6408,9877
6409,"así es, señor",6409,4480
6410,asustado,6410,9877
6411,ponte cómodo,6411,4704
6412,quieres una,6412,8507
6413,"oh, diablos",6413,7685
6414,sostenlo,6414,6550
6415,esa es la cuestión,6415,9877
6416,hablamos,6416,9877
6417,es oficial,6417,5207
6418,no puedes hacer nada,6418,9877
6419,no te preocupes por él,6419,9877
6420,volveremos,6420,9877
6421,esto es de locos,6421,6965
6422,sólo relájate,6422,7335
6423,llama a una ambulancia,6423,5937
6424,touché,6424,7352
6425,stu,6425,9877
6426,eso no es gracioso,6426,6986
6427,fue maravilloso,6427,9877
6428,tenemos algo,6428,9877
6429,vamos ya,6429,9877
6430,ignóralo,6430,9877
6431,estás exagerando,6431,9150
6432,me perdonas,6432,4344
6433,estás cansada,6433,5189
6434,lenny,6434,9877
6435,te oí,6435,4521
6436,eso es lo que hago,6436,5378
6437,"cómo estás, amigo",6437,9168
6438,estoy trabajando en ello,6438,9877
6439,mañana por la mañana,6439,9877
6440,"cariño, ¿estás bien",6440,6002
6441,tienes un segundo,6441,9877
6442,qué tal eso,6442,6593
6443,bam,6443,9877
6444,no puedo oírte,6444,9877
6445,qué podía hacer,6445,9877
6446,soy un hombre,6446,9877
6447,"claro, ¿por qué no",6447,9877
6448,tengo que volver al trabajo,6448,9877
6449,esto es lo que haremos,6449,7480
6450,superman,6450,6871
6451,la cena,6451,9749
6452,"no, viejo",6452,3464
6453,estoy preocupada,6453,9877
6454,"lo sé, ¿verdad",6454,9877
6455,reggie,6455,8273
6456,no me digas eso,6456,5935
6457,diez segundos,6457,9877
6458,ése,6458,3650
6459,de dónde vienen,6459,6497
6460,te diré qué,6460,9877
6461,somos una familia,6461,4144
6462,no así,6462,7570
6463,necesito saber,6463,7791
6464,agnes,6464,9877
6465,"bien, chicos",6465,9877
6466,justo ahora,6466,9877
6467,cerdos,6467,4753
6468,está despierto,6468,6161
6469,lo hare,6469,9460
6470,ciérrala,6470,9877
6471,quieres irte,6471,7046
6472,"oh, maldición",6472,4624
6473,me recuerda,6473,6513
6474,respire,6474,8457
6475,baje el arma,6475,6034
6476,regrese,6476,2943
6477,es papá,6477,6301
6478,compruébalo,6478,9877
6479,"oh, ¿sí",6479,7226
6480,hay una diferencia,6480,9877
6481,atrápenlos,6481,9877
6482,timmy,6482,6094
6483,mónica,6483,2975
6484,esto es imposible,6484,9563
6485,me quedaré,6485,6694
6486,"si, bien",6486,9877
6487,es tu hijo,6487,4258
6488,cuidate,6488,4359
6489,estuviste genial,6489,9877
6490,artie,6490,9877
6491,tontos,6491,9877
6492,llega tarde,6492,6123
6493,"ven aquí, ven aquí",6493,7189
6494,vamos hombre,6494,5416
6495,"ayúdenme, por favor",6495,9877
6496,trece,6496,5670
6497,esto es extraño,6497,9877
6498,tenemos que irnos ahora,6498,9877
6499,no lo era,6499,9877
6500,es una pérdida de tiempo,6500,9877
6501,buzz,6501,2394
6502,siento interrumpir,6502,9877
6503,tengo mucho miedo,6503,3967
6504,solo vete,6504,9877
6505,y tu madre,6505,7497
6506,"oh, chico",6506,9877
6507,"lo siento, llego tarde",6507,9877
6508,dame tu teléfono,6508,9877
6509,sé lo que estoy haciendo,6509,9877
6510,"sí, lo harás",6510,9877
6511,demonio,6511,4294
6512,"sí, ¿y qué",6512,8948
6513,vaya mierda,6513,8123
6514,isabelle,6514,9877
6515,dame la llave,6515,7372
6516,las cosas cambian,6516,9877
6517,están vivos,6517,4382
6518,"no, no estoy bien",6518,3999
6519,cumpleaños feliz,6519,8579
6520,qué coño estás haciendo,6520,9642
6521,lo escuché,6521,9877
6522,las vegas,6522,9877
6523,pero qué haces,6523,3628
6524,dónde va,6524,6419
6525,la mitad,6525,9877
6526,eres preciosa,6526,9877
6527,positivo,6527,9877
6528,todo eso,6528,8945
6529,tanto tiempo,6529,4309
6530,vendrás conmigo,6530,9010
6531,agh,6531,6738
6532,quien sabe,6532,9877
6533,tienes sed,6533,8552
6534,"te quiero, mamá",6534,9877
6535,no le importa,6535,6199
6536,estás temblando,6536,5761
6537,"no, esta bien",6537,9529
6538,destino,6538,9877
6539,bebe esto,6539,9877
6540,llegaremos tarde,6540,9877
6541,levántala,6541,2096
6542,una fiesta,6542,8798
6543,no tengo opción,6543,9877
6544,no me hables,6544,6773
6545,"bueno, hola",6545,9877
6546,dom,6546,2553
6547,lmposible,6547,5598
6548,no estoy tan seguro,6548,9877
